county_fips,county_name,total_population,diabetes_crude_prevalence,diabetes_crude_95ci,diabetes_adjusted_prevalence,open_trial_sites,open_unique_studies,open_sites_per_100k,has_open_trial_site,county_latitude,county_longitude,nearest_trial_distance_miles,nearest_trial_nct_id,nearest_trial_facility,nearest_trial_city,nearest_trial_county
48495,Winkler,7414,14.1,"(12.3, 16.2)",13.3,0,0,0.0,No,31.8499901,-103.0482297,138.1,NCT06580964,Texas Tech University,Lubbock,Lubbock
48129,Donley,3214,14.0,"(12.1, 16.1)",10.9,0,0,0.0,No,34.9653333,-100.8139945,60.2,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48051,Burleson,19475,14.0,"(11.9, 16.2)",11.0,0,0,0.0,No,30.4924775,-96.6213996,59.9,NCT06906627,Baylor Scott & White,Temple,Bell
48281,Lampasas,23262,14.0,"(12.1, 16.2)",11.0,3,3,12.897,Yes,31.1962127,-98.2414097,9.8,NCT07296484,Radiance Clinical Research,Lampasas,Lampasas
48255,Karnes,15018,14.0,"(12.1, 15.9)",14.4,0,0,0.0,No,28.9056521,-97.8594649,52.4,NCT02969798,The University of Texas Health Science Center at San Antonio,San Antonio,Bexar
48273,Kleberg,30069,14.0,"(12.2, 15.9)",15.4,0,0,0.0,No,27.4268535,-97.6683939,30.7,NCT06810726,WoundCentrics Wound Care & Hyperbarics -Corpus Christi - Shoreline,Corpus Christi,Nueces
48049,Brown,38709,14.0,"(12.3, 15.7)",11.4,0,0,0.0,No,31.7740563,-98.9997903,56.0,NCT06112418,Privia Medical Group- North Texas,Stephenville,Erath
48291,Liberty,108272,13.9,"(12.2, 15.9)",13.8,0,0,0.0,No,30.151464,-94.8120084,23.1,NCT07392190,Activian Clinical Research,Kingwood,Harris
48401,Rusk,53079,13.9,"(12.0, 15.9)",12.2,0,0,0.0,No,32.1074748,-94.7618423,27.2,NCT07564414,DCOL Ctr for Clin Res,Longview,Gregg
48025,Bee,30850,13.9,"(12.1, 15.8)",14.6,0,0,0.0,No,28.4172914,-97.7409485,47.5,NCT06810726,WoundCentrics Wound Care & Hyperbarics -Corpus Christi - Shoreline,Corpus Christi,Nueces
48001,Anderson,57736,13.9,"(11.9, 15.8)",13.0,0,0,0.0,No,31.8132355,-95.65237,71.4,NCT07564414,DCOL Ctr for Clin Res,Longview,Gregg
48459,Upshur,43281,13.9,"(12.0, 16.1)",11.4,0,0,0.0,No,32.7362324,-94.9415316,20.0,NCT07564414,DCOL Ctr for Clin Res,Longview,Gregg
48179,Gray,20916,13.9,"(11.8, 15.9)",12.4,0,0,0.0,No,35.4010745,-100.812558,58.8,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48029,Bexar,2087679,13.9,"(12.2, 15.6)",13.8,63,41,3.018,Yes,29.4488309,-98.5199598,2.3,NCT02969798,The University of Texas Health Science Center at San Antonio,San Antonio,Bexar
48429,Stephens,9343,13.8,"(11.9, 15.8)",11.8,0,0,0.0,No,32.7357774,-98.8361728,51.3,NCT06112418,Privia Medical Group- North Texas,Stephenville,Erath
48365,Panola,22838,13.8,"(11.9, 15.9)",11.3,0,0,0.0,No,32.1623206,-94.3056865,34.5,NCT07564414,DCOL Ctr for Clin Res,Longview,Gregg
48149,Fayette,25474,13.8,"(11.8, 16.0)",10.1,0,0,0.0,No,29.8767312,-96.9199732,56.1,NCT05267626,Texas Oncology (Balcones) - SCRI,Austin,Travis
48037,Bowie,91687,13.8,"(11.9, 15.8)",12.1,0,0,0.0,No,33.4458022,-94.4232272,66.9,NCT07662109,Research Site,Paris,Lamar
48203,Harrison,70895,13.8,"(12.0, 15.9)",11.9,0,0,0.0,No,32.5481538,-94.371438,21.7,NCT07564414,DCOL Ctr for Clin Res,Longview,Gregg
48227,Howard,30554,13.7,"(11.9, 15.7)",13.1,0,0,0.0,No,32.306085,-101.4355114,91.2,NCT06580964,Texas Tech University,Lubbock,Lubbock
48119,Delta,5520,13.7,"(12.5, 14.9)",10.9,0,0,0.0,No,33.3863284,-95.6723145,20.1,NCT07662109,Research Site,Paris,Lamar
48195,Hansford,5071,13.6,"(11.7, 15.6)",12.3,0,0,0.0,No,36.2773499,-101.3545392,77.7,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48171,Gillespie,27733,13.6,"(11.5, 15.8)",9.5,0,0,0.0,No,30.3181089,-98.946481,22.0,NCT07564414,Sante Clinical Research,Kerrville,Kerr
48415,Scurry,16212,13.6,"(11.8, 15.5)",12.4,0,0,0.0,No,32.7462279,-100.9164059,71.9,NCT06112418,Hendrick Health,Abilene,Taylor
48183,Gregg,126243,13.5,"(11.7, 15.5)",12.3,1,1,0.792,Yes,32.4804446,-94.8169596,4.7,NCT07564414,DCOL Ctr for Clin Res,Longview,Gregg
48053,Burnet,53991,13.5,"(11.5, 15.7)",10.3,0,0,0.0,No,30.7881967,-98.1824324,19.0,NCT07296484,Radiance Clinical Research,Lampasas,Lampasas
48501,Yoakum,7468,13.5,"(11.7, 15.6)",13.0,0,0,0.0,No,33.1728767,-102.8277995,62.7,NCT06580964,Texas Tech University,Lubbock,Lubbock
48337,Montague,21598,13.4,"(11.5, 15.3)",10.5,0,0,0.0,No,33.6754778,-97.7246947,46.7,NCT07228117,Revival Research Institute,Denton,Denton
48235,Irion,1549,13.4,"(11.9, 15.0)",10.3,0,0,0.0,No,31.3038645,-100.9824216,107.8,NCT06112418,Hendrick Health,Abilene,Taylor
48467,Van Zandt,64000,13.4,"(11.5, 15.5)",10.7,0,0,0.0,No,32.5636239,-95.8363998,39.1,NCT07064473,Care United Research,Forney,Kaufman
48021,Bastrop,110778,13.4,"(11.6, 15.4)",12.0,0,0,0.0,No,30.1034996,-97.3120444,28.1,NCT05267626,Texas Oncology (Balcones) - SCRI,Austin,Travis
48237,Jack,8875,13.4,"(11.5, 15.4)",11.8,0,0,0.0,No,33.2333492,-98.1724507,60.1,NCT07228117,Revival Research Institute,Denton,Denton
48503,Young,18124,13.4,"(11.4, 15.5)",10.8,0,0,0.0,No,33.1766098,-98.6877651,71.8,NCT06112418,Privia Medical Group- North Texas,Stephenville,Erath
48223,Hopkins,38172,13.4,"(11.5, 15.4)",11.2,0,0,0.0,No,33.1495231,-95.5640052,31.6,NCT06112418,"CardioVoyage, LLC",Greenville,Hunt
48359,Oldham,1783,13.3,"(11.3, 15.3)",11.3,0,0,0.0,No,35.4051056,-102.6028784,45.3,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48335,Mitchell,9075,13.3,"(11.5, 15.1)",13.5,0,0,0.0,No,32.3061262,-100.9212322,70.0,NCT06112418,Hendrick Health,Abilene,Taylor
48471,Walker,81268,13.3,"(11.5, 15.2)",13.8,0,0,0.0,No,30.738965,-95.5722749,30.3,NCT06028503,Sam Houston State University College of Osteopathic Medicine,Conroe,Montgomery
48423,Smith,245209,13.2,"(11.4, 15.2)",11.7,0,0,0.0,No,32.3749424,-95.2690261,32.0,NCT07564414,DCOL Ctr for Clin Res,Longview,Gregg
48477,Washington,37007,13.2,"(11.4, 15.3)",10.7,0,0,0.0,No,30.2145751,-96.4035004,45.5,NCT05099770,"Pioneer Research Solutions, Inc.",Cypress,Harris
48033,Borden,572,13.2,"(11.9, 14.8)",9.3,0,0,0.0,No,32.7436084,-101.4317487,62.6,NCT06580964,Texas Tech University,Lubbock,Lubbock
48147,Fannin,37571,13.2,"(11.3, 15.3)",11.4,0,0,0.0,No,33.5937044,-96.106956,29.0,NCT07064473,Sherman Clinical Research,Sherman,Grayson
48347,Nacogdoches,65375,13.2,"(11.3, 15.1)",13.0,0,0,0.0,No,31.6158766,-94.6156265,61.6,NCT07564414,DCOL Ctr for Clin Res,Longview,Gregg
48201,Harris,4835125,13.2,"(11.6, 15.0)",13.2,66,39,1.365,Yes,29.8573332,-95.3920016,6.7,NCT04101669,Baylor College of Medicine,Houston,Harris
48059,Callahan,14374,13.2,"(11.2, 15.3)",10.2,0,0,0.0,No,32.2975735,-99.37349,23.4,NCT06112418,Hendrick Health,Abilene,Taylor
48077,Clay,10738,13.2,"(11.2, 15.2)",9.8,0,0,0.0,No,33.785201,-98.208449,73.4,NCT07228117,Revival Research Institute,Denton,Denton
48031,Blanco,13048,13.1,"(11.1, 15.2)",9.2,0,0,0.0,No,30.2662328,-98.3998811,38.1,NCT06112418,"Privia Medical Group Gulf Coast, PLLC ( Javara Inc.)",San Marcos,Hays
48493,Wilson,54183,13.1,"(11.4, 15.1)",11.0,0,0,0.0,No,29.1739593,-98.0866879,30.0,NCT02969798,The University of Texas Health Science Center at San Antonio,San Antonio,Bexar
48313,Madison,13742,13.1,"(11.3, 14.9)",12.9,0,0,0.0,No,30.965583,-95.9284766,53.2,NCT06028503,Sam Houston State University College of Osteopathic Medicine,Conroe,Montgomery
48097,Cooke,43782,13.0,"(11.2, 15.2)",10.8,0,0,0.0,No,33.639116,-97.2126272,29.7,NCT07228117,Revival Research Institute,Denton,Denton
48159,Franklin,10735,13.0,"(11.1, 15.0)",9.9,0,0,0.0,No,33.1754058,-95.2184312,38.8,NCT07662109,Research Site,Paris,Lamar
48253,Jones,20381,13.0,"(11.2, 14.9)",12.9,0,0,0.0,No,32.7398239,-99.8787416,21.8,NCT06112418,Hendrick Health,Abilene,Taylor
48233,Hutchinson,20033,12.9,"(11.2, 14.8)",11.0,0,0,0.0,No,35.839936,-101.3546999,50.4,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48451,Tom Green,119057,12.9,"(11.2, 14.8)",11.9,0,0,0.0,No,31.4042638,-100.4618433,83.9,NCT06112418,Hendrick Health,Abilene,Taylor
48421,Sherman,2678,12.9,"(11.7, 14.0)",11.2,0,0,0.0,No,36.2775624,-101.8934663,73.0,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48263,Kent,734,12.9,"(11.0, 15.0)",9.3,0,0,0.0,No,33.1813317,-100.7775686,67.9,NCT06580964,Texas Tech University,Lubbock,Lubbock
48187,Guadalupe,188454,12.8,"(11.2, 14.6)",11.6,0,0,0.0,No,29.5830134,-97.9486345,20.8,NCT06112418,"Privia Medical Group Gulf Coast, PLLC ( Javara Inc.)",San Marcos,Hays
48043,Brewster,9513,12.8,"(11.0, 14.9)",10.5,0,0,0.0,No,29.8108828,-103.2516868,234.5,NCT05846802,Texas Tech University Health Science Center (TTUHSC),El Paso,El Paso
48135,Ector,164494,12.8,"(11.1, 14.7)",13.6,0,0,0.0,No,31.8690912,-102.5427493,124.6,NCT06580964,Texas Tech University,Lubbock,Lubbock
48009,Archer,9029,12.7,"(11.5, 14.0)",9.9,0,0,0.0,No,33.6152077,-98.6876743,93.8,NCT07228117,Revival Research Institute,Denton,Denton
48003,Andrews,18664,12.7,"(10.9, 14.6)",12.9,0,0,0.0,No,32.305106,-102.6378152,99.0,NCT06580964,Texas Tech University,Lubbock,Lubbock
48011,Armstrong,1832,12.6,"(10.8, 14.7)",9.4,0,0,0.0,No,34.9648378,-101.3574087,32.1,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48027,Bell,393193,12.6,"(11.1, 14.3)",13.0,2,2,0.509,Yes,31.0373444,-97.4787564,9.1,NCT06906627,Baylor Scott & White,Temple,Bell
48221,Hood,67774,12.5,"(10.5, 14.4)",9.2,0,0,0.0,No,32.429918,-97.8322557,26.0,NCT06112418,Privia Medical Group- North Texas,Stephenville,Erath
48113,Dallas,2606358,12.5,"(10.9, 14.0)",12.5,51,33,1.957,Yes,32.7664847,-96.7777649,2.0,NCT04786262,Baylor Scott and White Research Institute,Dallas,Dallas
48309,McLennan,268583,12.5,"(10.9, 14.2)",12.2,2,2,0.745,Yes,31.5523327,-97.2019149,3.3,NCT07064473,"Velocity Clinical Research, Waco",Waco,McLennan
48181,Grayson,146907,12.5,"(10.8, 14.4)",10.6,1,1,0.681,Yes,33.6267118,-96.6776355,4.0,NCT07064473,Sherman Clinical Research,Sherman,Grayson
48199,Hardin,58261,12.4,"(10.6, 14.2)",10.4,0,0,0.0,No,30.3323489,-94.3902462,24.2,NCT06112418,Gadolin Research,Beaumont,Jefferson
48361,Orange,85722,12.4,"(10.7, 14.2)",10.9,0,0,0.0,No,30.1212983,-93.8938494,12.7,NCT06112418,Gadolin Research,Beaumont,Jefferson
48417,Shackelford,3229,12.3,"(10.4, 14.2)",9.5,0,0,0.0,No,32.7358835,-99.354067,29.7,NCT06112418,Hendrick Health,Abilene,Taylor
48167,Galveston,361744,12.3,"(10.7, 14.0)",10.8,3,3,0.829,Yes,29.3800088,-94.8629005,6.7,NCT06080425,"University of Texas Medical Branch, Galveston",Galveston,Galveston
48425,Somervell,9888,12.3,"(10.5, 14.3)",9.8,0,0,0.0,No,32.2222128,-97.7745934,25.0,NCT06112418,Privia Medical Group- North Texas,Stephenville,Erath
48231,Hunt,113347,12.3,"(10.5, 14.1)",11.2,1,1,0.882,Yes,33.1233955,-96.0855325,1.8,NCT06112418,"CardioVoyage, LLC",Greenville,Hunt
48317,Martin,5216,12.1,"(11.1, 13.1)",11.5,0,0,0.0,No,32.305948,-101.9512207,88.1,NCT06580964,Texas Tech University,Lubbock,Lubbock
48485,Wichita,130180,12.1,"(10.4, 14.0)",11.6,0,0,0.0,No,33.9879956,-98.7035022,105.0,NCT07228117,Revival Research Institute,Denton,Denton
48039,Brazoria,398938,12.0,"(10.5, 13.5)",11.3,0,0,0.0,No,29.167661,-95.4343566,31.8,NCT07392190,Synergy Groups Medical LLC - Missouri City,Missouri City,Fort Bend
48205,Hartley,5145,12.0,"(10.2, 13.9)",10.8,0,0,0.0,No,35.8401038,-102.6028681,60.9,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48157,Fort Bend,916778,12.0,"(10.4, 13.6)",11.1,12,9,1.309,Yes,29.5275141,-95.7708664,3.8,NCT07215559,Aavon Clinical Trials,Richmond,Fort Bend
48075,Childress,6788,12.0,"(10.4, 13.7)",12.0,0,0,0.0,No,34.5290765,-100.2075736,103.7,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48251,Johnson,202906,11.9,"(10.2, 13.7)",11.0,0,0,0.0,No,32.3789766,-97.3665962,24.1,NCT06481904,Cook Children's- Site Number : 8400038,Fort Worth,Tarrant
48497,Wise,78097,11.9,"(10.3, 13.7)",10.3,0,0,0.0,No,33.2158153,-97.6544649,30.1,NCT07228117,Revival Research Institute,Denton,Denton
48165,Gaines,22523,11.8,"(10.2, 13.5)",12.3,0,0,0.0,No,32.7408004,-102.6351715,73.4,NCT06580964,Texas Tech University,Lubbock,Lubbock
48065,Carson,5878,11.7,"(10.1, 13.5)",9.3,0,0,0.0,No,35.40341,-101.3541832,29.7,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48439,Tarrant,2182947,11.7,"(10.2, 13.3)",11.4,7,6,0.321,Yes,32.7718353,-97.2911316,3.6,NCT06481904,Cook Children's- Site Number : 8400038,Fort Worth,Tarrant
48211,Hemphill,3189,11.6,"(10.0, 13.5)",9.7,0,0,0.0,No,35.8374761,-100.270473,97.5,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48393,Roberts,840,11.6,"( 9.8, 13.5)",8.9,0,0,0.0,No,35.8383986,-100.8134442,71.3,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48139,Ellis,222829,11.6,"(10.0, 13.4)",10.9,0,0,0.0,No,32.3484009,-96.7946905,17.1,NCT06267391,Epic Medical Research,DeSoto,Dallas
48339,Montgomery,711354,11.4,"( 9.7, 13.2)",10.4,2,2,0.281,Yes,30.3001869,-95.502821,2.9,NCT06028503,Sam Houston State University College of Osteopathic Medicine,Conroe,Montgomery
48303,Lubbock,320940,11.4,"( 9.8, 13.0)",12.0,1,1,0.312,Yes,33.6101192,-101.8205448,3.0,NCT06580964,Texas Tech University,Lubbock,Lubbock
48441,Taylor,146836,11.2,"( 9.7, 12.9)",11.3,1,1,0.681,Yes,32.301388,-99.8901231,13.7,NCT06112418,Hendrick Health,Abilene,Taylor
48257,Kaufman,185690,11.2,"( 9.7, 12.9)",11.5,1,1,0.539,Yes,32.5991597,-96.2877515,14.9,NCT07064473,Care United Research,Forney,Kaufman
48091,Comal,193928,11.2,"( 9.7, 13.0)",9.2,0,0,0.0,No,29.8081665,-98.2782278,20.8,NCT06112418,"Privia Medical Group Gulf Coast, PLLC ( Javara Inc.)",San Marcos,Hays
48259,Kendall,50537,11.1,"( 9.6, 13.1)",8.8,0,0,0.0,No,29.9446335,-98.7115626,26.6,NCT06897475,"Consano Clinical Research, LLC",Shavano Park,Bexar
48473,Waller,63553,11.1,"( 9.6, 12.7)",12.2,0,0,0.0,No,30.0106049,-95.9876222,17.6,NCT05099770,"Pioneer Research Solutions, Inc.",Cypress,Harris
48173,Glasscock,1141,10.9,"( 9.6, 12.1)",9.9,0,0,0.0,No,31.8693808,-101.520803,112.0,NCT06112418,Hendrick Health,Abilene,Taylor
48143,Erath,44195,10.8,"( 9.3, 12.4)",11.0,3,3,6.788,Yes,32.2361088,-98.2178733,1.4,NCT06112418,Privia Medical Group- North Texas,Stephenville,Erath
48071,Chambers,53876,10.8,"( 9.3, 12.5)",10.7,0,0,0.0,No,29.7082824,-94.6714265,23.5,NCT07296484,Elevate Clinical Research,Seabrook,Harris
48329,Midland,177108,10.8,"( 9.3, 12.3)",11.4,0,0,0.0,No,31.8690789,-102.0316093,118.5,NCT06580964,Texas Tech University,Lubbock,Lubbock
48381,Randall,148255,10.8,"( 9.2, 12.4)",10.0,0,0,0.0,No,34.96577,-101.8969477,18.1,NCT05572814,Cardiology Center of Amarillo,Amarillo,Potter
48367,Parker,173494,10.7,"( 9.1, 12.5)",9.2,0,0,0.0,No,32.7775551,-97.8050978,28.4,NCT06481904,Cook Children's- Site Number : 8400038,Fort Worth,Tarrant
48431,Sterling,1397,10.5,"( 9.0, 12.2)",9.4,0,0,0.0,No,31.8277007,-101.0500337,88.2,NCT06112418,Hendrick Health,Abilene,Taylor
48099,Coryell,84878,10.3,"( 9.0, 11.8)",11.5,0,0,0.0,No,31.3908208,-97.7992456,32.0,NCT07296484,Radiance Clinical Research,Lampasas,Lampasas
48209,Hays,280486,10.2,"( 8.8, 11.8)",10.8,2,2,0.713,Yes,30.0578103,-98.031045,13.2,NCT06112418,"Privia Medical Group Gulf Coast, PLLC ( Javara Inc.)",San Marcos,Hays
48121,Denton,1007703,9.9,"( 8.5, 11.3)",9.6,7,7,0.695,Yes,33.2054606,-97.1168139,1.1,NCT07228117,Revival Research Institute,Denton,Denton
48491,Williamson,697191,9.8,"( 8.5, 11.3)",9.5,3,3,0.43,Yes,30.647567,-97.6002229,10.7,NCT06267391,"Texas Diabetes & Endocrinology, P.A.",Round Rock,Williamson
48041,Brazos,244703,9.7,"( 8.4, 11.3)",12.5,0,0,0.0,No,30.6606263,-96.3023227,55.9,NCT06028503,Sam Houston State University College of Osteopathic Medicine,Conroe,Montgomery
48085,Collin,1195359,9.5,"( 8.2, 10.9)",9.1,9,9,0.753,Yes,33.1879302,-96.5724074,2.6,NCT05390892,North Dallas Research Associates,McKinney,Collin
48397,Rockwall,131307,9.4,"( 8.0, 10.8)",8.7,0,0,0.0,No,32.8978391,-96.4078854,11.0,NCT07064473,Care United Research,Forney,Kaufman
48453,Travis,1334961,9.0,"( 7.8, 10.2)",9.5,19,16,1.423,Yes,30.3343599,-97.7818171,5.2,NCT05267626,Texas Oncology (Balcones) - SCRI,Austin,Travis
