nct_id,title,study_status,study_type,phase,facility,facility_status,city,state,zip_code,latitude,longitude
NCT06267391,Safety and Effectiveness of Endoscopic Intestinal Re-Cellularization Therapy in Individuals With Type II Diabetes,RECRUITING,INTERVENTIONAL,NA,The University of Texas Health Science Center at Houston,RECRUITING,Bellaire,Texas,77401,29.70579,-95.45883
NCT07321886,"A Study of Eloralintide (LY3841136) in Participants With Obesity, or Overweight Without Type 2 Diabetes",RECRUITING,INTERVENTIONAL,PHASE3,The University of Texas Health Science Center at Houston,RECRUITING,Bellaire,Texas,77401,29.70579,-95.45883
NCT07351045,A Clinical Study to Evaluate the Effects of Enicepatide (RO7795068) in Participants With Obesity or Overweight Without Type 2 Diabetes,RECRUITING,INTERVENTIONAL,PHASE3,"Bellaire Clinical Research, LLC",RECRUITING,Bellaire,Texas,77401,29.70579,-95.45883
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,South Texas Research Institute - Brownsville,RECRUITING,Brownsville,Texas,78520,25.90175,-97.49748
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,Headlands Research - Brownsville,RECRUITING,Brownsville,Texas,78526,25.90175,-97.49748
NCT07351045,A Clinical Study to Evaluate the Effects of Enicepatide (RO7795068) in Participants With Obesity or Overweight Without Type 2 Diabetes,RECRUITING,INTERVENTIONAL,PHASE3,South Texas Research Institute - Brownsville,RECRUITING,Brownsville,Texas,78520,25.90175,-97.49748
NCT06028503,ACT Intervention for Type 2 Diabetes Management for Rural and Underserved Community,RECRUITING,INTERVENTIONAL,NA,Sam Houston State University College of Osteopathic Medicine,RECRUITING,Conroe,Texas,77304,30.31188,-95.45605
NCT06810726,"Evaluate Use of Tropocells(R) Autologous Platelet-rich Fibrin (PRF) for Wagner Grade 1 and Grade 2, Mild to Mod Neuroischemic Plantar Diabetic Foot Ulcer Wound Care.",RECRUITING,INTERVENTIONAL,PHASE2,WoundCentrics Wound Care & Hyperbarics -Corpus Christi - Shoreline,RECRUITING,Corpus Christi,Texas,78404,27.80058,-97.39638
NCT06810726,"Evaluate Use of Tropocells(R) Autologous Platelet-rich Fibrin (PRF) for Wagner Grade 1 and Grade 2, Mild to Mod Neuroischemic Plantar Diabetic Foot Ulcer Wound Care.",RECRUITING,INTERVENTIONAL,PHASE2,Woundcentrics Wound Care Center At Corpus Christi South,RECRUITING,Corpus Christi,Texas,78414,27.80058,-97.39638
NCT07282600,"A Study of Eloralintide (LY3841136) in Participants With Obesity or Overweight, and Type 2 Diabetes",RECRUITING,INTERVENTIONAL,PHASE3,Private Practice - Dr. Osvaldo A. Brusco,RECRUITING,Corpus Christi,Texas,78414,27.80058,-97.39638
NCT07351045,A Clinical Study to Evaluate the Effects of Enicepatide (RO7795068) in Participants With Obesity or Overweight Without Type 2 Diabetes,RECRUITING,INTERVENTIONAL,PHASE3,South Texas Clinical Research,RECRUITING,Corpus Christi,Texas,78404,27.80058,-97.39638
NCT05099770,Proact: A Study of REACT in Subjects With Type 2 Diabetes Mellitus and Chronic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE3,"Pioneer Research Solutions, Inc.",RECRUITING,Cypress,Texas,77429,29.96911,-95.69717
NCT04786262,"A Safety, Tolerability, and Efficacy Study of VX-880 in Participants With Type 1 Diabetes",RECRUITING,INTERVENTIONAL,PHASE3,Baylor Scott and White Research Institute,RECRUITING,Dallas,Texas,75246,32.78306,-96.80667
NCT05161429,BESTMED: Observational Evaluation of Second Line Therapy Medications in Diabetes,UNKNOWN,OBSERVATIONAL,,Baylor Scott & White,RECRUITING,Dallas,Texas,75246,32.78306,-96.80667
NCT05168605,Assessing the Efficacy of Targeted Home Visits in the Management of Chronic Conditions,RECRUITING,INTERVENTIONAL,NA,UT Southwestern Medical Center,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667
NCT06143566,Polypill for Prevention of Cardiomyopathy,RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",UT Southwestern Medical Center,RECRUITING,Dallas,Texas,75235,32.78306,-96.80667
NCT06267391,Safety and Effectiveness of Endoscopic Intestinal Re-Cellularization Therapy in Individuals With Type II Diabetes,RECRUITING,INTERVENTIONAL,NA,"Velocity Clinical Research, Dallas",RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT06267391,Safety and Effectiveness of Endoscopic Intestinal Re-Cellularization Therapy in Individuals With Type II Diabetes,RECRUITING,INTERVENTIONAL,NA,Southwest Medical Center,RECRUITING,Dallas,Texas,75235,32.78306,-96.80667
NCT06267391,Safety and Effectiveness of Endoscopic Intestinal Re-Cellularization Therapy in Individuals With Type II Diabetes,RECRUITING,INTERVENTIONAL,NA,University of Texas Southwestern Medical School - William P. Clements Jr. University Hospital,RECRUITING,Dallas,Texas,75235,32.78306,-96.80667
NCT06481904,Registry for Stage 2 Type 1 Diabetes,RECRUITING,OBSERVATIONAL,,University of Texas - Southwestern Medical Center- Site Number : 8400003,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667
NCT06593314,Using Ultromics EchoGo HFpEF Algorithm to Identify and Treat High Heart Failure Risk in Patients With Type 2 Diabetes,RECRUITING,INTERVENTIONAL,NA,UT Southwestern Medical Center,RECRUITING,Dallas,Texas,75235,32.78306,-96.80667
NCT06593327,NT-ProBNP-based Heart Failure Screening and Prevention Trial in Patients With Type 2 Diabetes: STRONG-DM Study,RECRUITING,INTERVENTIONAL,NA,University of Texas Southwestern Medical Center,RECRUITING,Dallas,Texas,75209,32.78306,-96.80667
NCT06739122,A Study of Dulaglutide (LY2189265) 3.0 mg and 4.5 mg in Pediatric Participants With Type 2 Diabetes Mellitus (AWARD-PEDS PLUS),RECRUITING,INTERVENTIONAL,PHASE3,Research Institute of Dallas,RECRUITING,Dallas,Texas,75231,32.78306,-96.80667
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,Soltero Cardiovascular Research Center,RECRUITING,Dallas,Texas,75226,32.78306,-96.80667
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,"Javara Inc / Texas Health Care, PLLC",RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,North Texas Endocrine Center,RECRUITING,Dallas,Texas,75231,32.78306,-96.80667
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,Southwest Family Medicine Associates,RECRUITING,Dallas,Texas,75235,32.78306,-96.80667
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,University of Texas Southwestern Medical Center,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667
NCT07215559,"A Study of Macupatide (LY3532226) and Eloralintide (LY3841136), Alone or in Combination, in Adults With Obesity or Overweight and With Type 2 Diabetes",RECRUITING,INTERVENTIONAL,PHASE2,Mercy Family Clinic,RECRUITING,Dallas,Texas,75208,32.78306,-96.80667
NCT07215559,"A Study of Macupatide (LY3532226) and Eloralintide (LY3841136), Alone or in Combination, in Adults With Obesity or Overweight and With Type 2 Diabetes",RECRUITING,INTERVENTIONAL,PHASE2,"Velocity Clinical Research, Dallas",RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07271186,Study to Assess the Effects of Angiopoietin-like Protein 3 (ANGPTL3) Inhibition in Adult Participants With Diabetic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE2,M3 Wake Research Dallas - Internal Medicine,RECRUITING,Dallas,Texas,75224,32.78306,-96.80667
NCT07271186,Study to Assess the Effects of Angiopoietin-like Protein 3 (ANGPTL3) Inhibition in Adult Participants With Diabetic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE2,"Revival Research Institute, LLC",RECRUITING,Dallas,Texas,75231,32.78306,-96.80667
NCT07282600,"A Study of Eloralintide (LY3841136) in Participants With Obesity or Overweight, and Type 2 Diabetes",RECRUITING,INTERVENTIONAL,PHASE3,"Velocity Clinical Research, Dallas",RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07296484,Trial Against INtractable Type 2 Diabetes (CAPTAIN-T2D),RECRUITING,INTERVENTIONAL,PHASE2,Velocity Clinical Research - Dallas,RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07321886,"A Study of Eloralintide (LY3841136) in Participants With Obesity, or Overweight Without Type 2 Diabetes",RECRUITING,INTERVENTIONAL,PHASE3,"Velocity Clinical Research, Dallas",RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07321886,"A Study of Eloralintide (LY3841136) in Participants With Obesity, or Overweight Without Type 2 Diabetes",RECRUITING,INTERVENTIONAL,PHASE3,UT Southwestern Medical Center,RECRUITING,Dallas,Texas,75390-9302,32.78306,-96.80667
NCT07340320,A Study of CX11 Tablets in Patients With Type 2 Diabetes Mellitus,RECRUITING,INTERVENTIONAL,PHASE2,M3 Wake Research - Dallas,RECRUITING,Dallas,Texas,75246,32.78306,-96.80667
NCT07340320,A Study of CX11 Tablets in Patients With Type 2 Diabetes Mellitus,RECRUITING,INTERVENTIONAL,PHASE2,University of Texas Southwestern Medical Center,NOT_YET_RECRUITING,Dallas,Texas,75390-7202,32.78306,-96.80667
NCT07351045,A Clinical Study to Evaluate the Effects of Enicepatide (RO7795068) in Participants With Obesity or Overweight Without Type 2 Diabetes,RECRUITING,INTERVENTIONAL,PHASE3,University of Texas Southwestern Medical Center - Children's Medical Center Dallas,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667
NCT07351058,A Clinical Study to Evaluate the Effects of Enicepatide (RO7795068) in Participants With Obesity or Overweight and Type 2 Diabetes,RECRUITING,INTERVENTIONAL,PHASE3,Velocity Clinical Research,RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07392190,A Study of Eloralintide (LY3841136) in Participants With Persistent Obesity Who Are Treated With a Weekly Incretin,RECRUITING,INTERVENTIONAL,PHASE3,UT Southwestern Medical Center,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667
NCT07415954,A Research Study Comparing How Well Different Doses of the Medicine NNC0662-0419 Lower Blood Sugar in People With Type 2 Diabetes,RECRUITING,INTERVENTIONAL,PHASE2,University of Texas Southwestern Medical Center,RECRUITING,Dallas,Texas,75390-9302,32.78306,-96.80667
NCT07502495,Phase 2 Trial of Icovamenib in Participants With Type 2 Diabetes Who Are Not Achieving Glycemic Targets,RECRUITING,INTERVENTIONAL,PHASE2,Zenos Clinical Research,RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07502508,Phase 2 Trial of Icovamenib in Participants With Type 2 Diabetes Mellitus Who Are Not Achieving Glycemic Targets While Using GLP-1-Based Therapy,RECRUITING,INTERVENTIONAL,PHASE2,Zenos Clinical Research,RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07533175,AMAZE 2: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Type 2 Diabetes Lose Weight,RECRUITING,INTERVENTIONAL,PHASE3,UT Southwestern Med Center,RECRUITING,Dallas,Texas,75390,32.78306,-96.80667
NCT07546929,HP-211 Safety and Proof of Concept Dose Ranging Study in Patients With Type 2 Diabetes,RECRUITING,INTERVENTIONAL,PHASE2,Velocity Clinical Research Dallas,RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07564414,A Research Study to Look at How Two Different Doses of CagriSema and One Dose of Semaglutide Help People Living With Obesity With or Without Type 2 Diabetes Lose Weight,RECRUITING,INTERVENTIONAL,PHASE3,"Velocity Clin Res, Dallas",RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07564414,A Research Study to Look at How Two Different Doses of CagriSema and One Dose of Semaglutide Help People Living With Obesity With or Without Type 2 Diabetes Lose Weight,RECRUITING,INTERVENTIONAL,PHASE3,North Texas Endocrine Center,RECRUITING,Dallas,Texas,75231,32.78306,-96.80667
NCT07589608,"A Study to Investigate Weight Management With Macupatide and Eloralintide, Alone or in Combination, in Adult Participants With Obesity or Overweight",RECRUITING,INTERVENTIONAL,PHASE2,FutureSearch Trials of Dallas,RECRUITING,Dallas,Texas,75251,32.78306,-96.80667
NCT07662109,A Phase III Study to Investigate the Efficacy and Safety of the Combination of Elecoglipron and Dapagliflozin in Adults With Type 2 Diabetes Mellitus,RECRUITING,INTERVENTIONAL,PHASE3,Research Site,NOT_YET_RECRUITING,Dallas,Texas,75230,32.78306,-96.80667
NCT07662213,"A Study to Find Out if the Study Drug Elecoglipron Helps Adults With Type 2 Diabetes Mellitus by Comparing it With Semaglutide, a Medicine Already Used to Treat Type 2 Diabetes Mellitus",RECRUITING,INTERVENTIONAL,PHASE3,Research Site,NOT_YET_RECRUITING,Dallas,Texas,75390,32.78306,-96.80667
NCT07667803,A Master Protocol to Investigate Efficacy and Safety of Elecoglipron in Participants With Obesity or Overweight With or Without T2DM,RECRUITING,INTERVENTIONAL,PHASE3,Research Site,NOT_YET_RECRUITING,Dallas,Texas,75254,32.78306,-96.80667
NCT06267391,Safety and Effectiveness of Endoscopic Intestinal Re-Cellularization Therapy in Individuals With Type II Diabetes,RECRUITING,INTERVENTIONAL,NA,Epic Medical Research,RECRUITING,DeSoto,Texas,75115,32.58986,-96.85695
NCT07271186,Study to Assess the Effects of Angiopoietin-like Protein 3 (ANGPTL3) Inhibition in Adult Participants With Diabetic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE2,Epic Medical Research LLC,RECRUITING,DeSoto,Texas,75115,32.58986,-96.85695
NCT07228117,GATEWAY: Safety Evaluation of the MiniMed™ NMX8-AID System in Children and Adults Living With Diabetes,RECRUITING,INTERVENTIONAL,NA,Revival Research Institute,RECRUITING,Denton,Texas,76210,33.21484,-97.13307
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,South Texas Research Institute-Edinburg-67012,NOT_YET_RECRUITING,Edinburg,Texas,78539,26.30174,-98.16334
NCT07351058,A Clinical Study to Evaluate the Effects of Enicepatide (RO7795068) in Participants With Obesity or Overweight and Type 2 Diabetes,RECRUITING,INTERVENTIONAL,PHASE3,South Texas Research Institute - Edinburg,RECRUITING,Edinburg,Texas,78539,26.30174,-98.16334
NCT05846802,Gastroparesis Registry 4,RECRUITING,OBSERVATIONAL,,Texas Tech University Health Science Center (TTUHSC),RECRUITING,El Paso,Texas,79905,31.75872,-106.48693
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,"Academy Of Diabetes, Thyroid And Endocrine, PA",NOT_YET_RECRUITING,El Paso,Texas,79935,31.75872,-106.48693
NCT07271186,Study to Assess the Effects of Angiopoietin-like Protein 3 (ANGPTL3) Inhibition in Adult Participants With Diabetic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE2,El Paso Kidney Specialists-Davita Clinical Research,RECRUITING,El Paso,Texas,79902,31.75872,-106.48693
NCT07400653,A Study to Learn About the Study Medicine (PF-08653944) in People With Obesity or Overweight and Type 2 Diabetes (T2D),RECRUITING,INTERVENTIONAL,PHASE3,GLRI El Paso Research,RECRUITING,El Paso,Texas,79936,31.75872,-106.48693
NCT07564414,A Research Study to Look at How Two Different Doses of CagriSema and One Dose of Semaglutide Help People Living With Obesity With or Without Type 2 Diabetes Lose Weight,RECRUITING,INTERVENTIONAL,PHASE3,Cedar Health Research,RECRUITING,Euless,Texas,76040,32.83707,-97.08195
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,Care United Research,RECRUITING,Forney,Texas,75126,32.74818,-96.47193
NCT06481904,Registry for Stage 2 Type 1 Diabetes,RECRUITING,OBSERVATIONAL,,Cook Children's- Site Number : 8400038,RECRUITING,Fort Worth,Texas,76104,32.72541,-97.32085
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,Texas Health Physicians Group,RECRUITING,Fort Worth,Texas,76107,32.72541,-97.32085
NCT07064473,"EASi-PROTKT™ - A Study to Test Vicadrostat (BI 690517) Taken Together With Empagliflozin in People With Type 2 Diabetes, High Blood Pressure, and Cardiovascular Disease",RECRUITING,INTERVENTIONAL,PHASE3,Diabetes and Thyroid Center of Fort Worth,RECRUITING,Fort Worth,Texas,76132,32.72541,-97.32085
NCT07282600,"A Study of Eloralintide (LY3841136) in Participants With Obesity or Overweight, and Type 2 Diabetes",RECRUITING,INTERVENTIONAL,PHASE3,Diabetes and Thyroid Center of Ft. Worth,RECRUITING,Fort Worth,Texas,76132,32.72541,-97.32085
NCT06080425,Promoting Intergenerational Health in Rural Kentuckians With Diabetes (PIHRK'D),RECRUITING,INTERVENTIONAL,NA,"University of Texas Medical Branch, Galveston",RECRUITING,Galveston,Texas,77566,29.30135,-94.7977
NCT06959277,Balance4Mobility: Effects of Walkasins Use in Individuals With Peripheral Neuropathy and Balance Problems,RECRUITING,INTERVENTIONAL,NA,University of Texas Medical Branch,RECRUITING,Galveston,Texas,77555,29.30135,-94.7977
NCT07416799,Feasibility and Adherence to a Technology-assisted Home-based Strength Training Program in Adults With Type 2 Diabetes Mellitus and Mild Cognitive Impairment,RECRUITING,INTERVENTIONAL,NA,"University of Texas Medical Branch, Galveston",RECRUITING,Galveston,Texas,77555-0133,29.30135,-94.7977
NCT06112418,A Randomized Comparison of Stage-Based Care Versus Risk Factor-Based Care for Prevention of Cardiovascular Events,RECRUITING,INTERVENTIONAL,NA,"CardioVoyage, LLC",RECRUITING,Greenville,Texas,75402,33.13845,-96.11081
NCT04101669,RESET System Pivotal Trial (Rev F),RECRUITING,INTERVENTIONAL,NA,Baylor College of Medicine,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT05099770,Proact: A Study of REACT in Subjects With Type 2 Diabetes Mellitus and Chronic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE3,Plaza Nephrology,RECRUITING,Houston,Texas,77004,29.76328,-95.36327
NCT05099770,Proact: A Study of REACT in Subjects With Type 2 Diabetes Mellitus and Chronic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE3,Prolato Clinical Research Center,RECRUITING,Houston,Texas,77054,29.76328,-95.36327
NCT05099770,Proact: A Study of REACT in Subjects With Type 2 Diabetes Mellitus and Chronic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE3,"Clinical Research Strategies, Inc",RECRUITING,Houston,Texas,77090,29.76328,-95.36327
NCT05099770,Proact: A Study of REACT in Subjects With Type 2 Diabetes Mellitus and Chronic Kidney Disease,RECRUITING,INTERVENTIONAL,PHASE3,United Memorial Medical Center,RECRUITING,Houston,Texas,77091,29.76328,-95.36327
NCT05142189,"Clinical Trial Evaluating the Safety, Tolerability and Preliminary Efficacy of BNT116 Alone and in Combinations in Patients With Advanced Non-small Cell Lung Cancer",RECRUITING,INTERVENTIONAL,PHASE1,MD Anderson Cancer Center,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT05267626,"Study of AU-007, A Monoclonal Antibody That Binds to IL-2 and Inhibits IL-2Rα Binding, in Patients With Unresectable Locally Advanced or Metastatic Cancer",RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",MD Anderson Cancer Center,RECRUITING,Houston,Texas,77030-4000,29.76328,-95.36327
NCT05477134,Arginine Metabolism in Youth With Type 2 Diabetes,RECRUITING,INTERVENTIONAL,NA,Texas Children's Hospital / Baylor College of Medicine,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT05950282,"Determinants of Insulin Sensitivity by Age, Sex, Race/Ethnicity, BMI, and PCOS Diagnosis",RECRUITING,OBSERVATIONAL,,Lilli Health,RECRUITING,Houston,Texas,77554,29.76328,-95.36327
NCT06112418,A Randomized Comparison of Stage-Based Care Versus Risk Factor-Based Care for Prevention of Cardiovascular Events,RECRUITING,INTERVENTIONAL,NA,Helium Research Group,RECRUITING,Houston,Texas,77004,29.76328,-95.36327
NCT06112418,A Randomized Comparison of Stage-Based Care Versus Risk Factor-Based Care for Prevention of Cardiovascular Events,RECRUITING,INTERVENTIONAL,NA,Kelsey Research Foundation,RECRUITING,Houston,Texas,77025,29.76328,-95.36327
NCT06112418,A Randomized Comparison of Stage-Based Care Versus Risk Factor-Based Care for Prevention of Cardiovascular Events,RECRUITING,INTERVENTIONAL,NA,"The Methodist Hospital, DeBakey Cardiology Associates",RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06112418,A Randomized Comparison of Stage-Based Care Versus Risk Factor-Based Care for Prevention of Cardiovascular Events,RECRUITING,INTERVENTIONAL,NA,"Gulf Coast Clinical Research, LLC",RECRUITING,Houston,Texas,77070,29.76328,-95.36327
NCT06267391,Safety and Effectiveness of Endoscopic Intestinal Re-Cellularization Therapy in Individuals With Type II Diabetes,RECRUITING,INTERVENTIONAL,NA,Houston Methodist Research Institute,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06267391,Safety and Effectiveness of Endoscopic Intestinal Re-Cellularization Therapy in Individuals With Type II Diabetes,RECRUITING,INTERVENTIONAL,NA,"Juno Research, LLC",RECRUITING,Houston,Texas,77054,29.76328,-95.36327
NCT06451757,KHENERFIN Study: A Trial to Evaluate the Efficacy and Safety of Sonlicromanol in Primary Mitochondrial Diseases,RECRUITING,INTERVENTIONAL,PHASE3,The University of Texas Health Science Center at Houston,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06481904,Registry for Stage 2 Type 1 Diabetes,RECRUITING,OBSERVATIONAL,,Texas Children's Hospital- Site Number : 8400002,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06525259,DISCOVERY of Risk Factors for Type 2 Diabetes in Youth,RECRUITING,OBSERVATIONAL,,Baylor College of Medicine / Texas Children's,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06628453,CGM for Management of Type 2 Diabetes in Pregnancy,RECRUITING,INTERVENTIONAL,NA,University of Texas Health Science Center at Houston,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06739122,A Study of Dulaglutide (LY2189265) 3.0 mg and 4.5 mg in Pediatric Participants With Type 2 Diabetes Mellitus (AWARD-PEDS PLUS),RECRUITING,INTERVENTIONAL,PHASE3,Texas Childrens Hospital,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06739122,A Study of Dulaglutide (LY2189265) 3.0 mg and 4.5 mg in Pediatric Participants With Type 2 Diabetes Mellitus (AWARD-PEDS PLUS),RECRUITING,INTERVENTIONAL,PHASE3,UT Health Houston,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06897475,A Study of LY3457263 Compared With Placebo in Participants With Type 2 Diabetes on a Stable Dose of Semaglutide or Tirzepatide,RECRUITING,INTERVENTIONAL,PHASE2,Juno Research,RECRUITING,Houston,Texas,77040,29.76328,-95.36327
NCT06906640,Implementation pRogram to Improve Screening and Management for CKD in Diabetes (IRIS-CKD) (Program 2),RECRUITING,INTERVENTIONAL,NA,Houston Methodist,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
NCT06943001,Adapting and Assessing the Feasibility of a Telehealth Diabetes Prevention Program for Hispanic Adolescents,RECRUITING,INTERVENTIONAL,NA,"USDA/ARS Children's Nutrition Research Center, Baylor College of Medicine",RECRUITING,Houston,Texas,77003,29.76328,-95.36327
NCT06959901,PATHS-UP Health Behavior Self-monitoring Mobile App for Adolescents,RECRUITING,INTERVENTIONAL,NA,Children's Nutrition Research Center,RECRUITING,Houston,Texas,77003,29.76328,-95.36327
NCT07061574,A Randomized Phase 1/2 Trial of Low Dose Anti-thymocyte Globulin (ATG) With Subsequent Adalimumab or Verapamil in New Onset Type 1 Diabetes,RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Baylor College of Medicine,RECRUITING,Houston,Texas,77030,29.76328,-95.36327
